submissionid,submissiondatetime,deviceid,username,User_s_,Survey_Start_Time,Study_Area,Other_Study_Area,GNSS_Setup,Other_GNSS_Setup,Pre_Survey_Notes,Sampling_Design,Plot_ID,GNSS_Used_,GNSS_Status,GNSS_Height_Rover_to_Snow__cm_,Point_Observation.Date___Time_of_Point_Observation,Point_Observation.Approx__Location,Point_Observation.Type_of_Plot,Point_Observation.Cardinal_Direction,Point_Observation.Distance_From_Centre__m_,Point_Observation.Custom_Distance_From_Centre__m_,Point_Observation.Sample_Type,Point_Observation.Tare_on_fish_scale_,Point_Observation.Tare_Weight__g_,Point_Observation.Multi_Part_Core_,Point_Observation.Core_Section_Number,Point_Observation.Depth__cm_,Point_Observation.Depth__cm_:timestamp,Point_Observation.Core_Length__cm_,Point_Observation.Plug__cm_,Point_Observation.Mass___Tube__g_,Point_Observation.Mass__g_,Point_Observation.Mass_Final__g_,Point_Observation.Retrieval____,Point_Observation.SWE__mm_,Point_Observation.Density,Point_Observation.Sample_Rating,Point_Observation.Point_Observation_Notes,Point_Observation.Picture,Snow_Pit_Measurenent.Distance_from_centre_of_plot__m_,Snow_Pit_Measurenent.Depth_above_ground__cm_,Snow_Pit_Measurenent.Temperature___C_,Snow_Pit_Measurenent.Density_Notes,Survey_End_TIme
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,S,,,Density,no,3840,yes,1c,270,4/5/2021 11:27,75,,4440,,600,100,43.302,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,S,10,,Density,no,3840,yes,1d,315,4/5/2021 11:29,70,,4220,,380,100,27.425,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,N,10,,Depth,,,,,270,4/5/2021 11:31,,,,,,,,,,In massive treewell feature,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,S,10,,Density,no,4200,yes,1e,335,4/5/2021 11:37,25,,4110,,-90,100,-6.495,,,Don’t use this value mix up with tare,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,NE,10,,Depth,,,,,380,4/5/2021 11:35,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,NE,7.5,,Depth,,,,,395,4/5/2021 11:37,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,NE,5,,Depth,,,,,384,4/5/2021 11:38,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,NE,2.5,,Depth,,,,,413,4/5/2021 11:38,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,SW,10,,Depth,,,,,435,4/5/2021 11:40,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,SW,7.5,,Depth,,,,,420,4/5/2021 11:41,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,SW,5,,Depth,,,,,430,4/5/2021 11:42,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,SW,2.5,,Depth,,,,,450,4/5/2021 11:42,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,W,10,,Density,no,4250,yes,1a,155,4/5/2021 11:54,144,,4940,,690,100,49.797,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,E,10,,Depth,,,,,384,4/5/2021 11:51,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,E,7.5,,Depth,,,,,320,4/5/2021 11:52,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,E,5,,Depth,,,,,322,4/5/2021 11:52,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,E,2.5,,Depth,,,,,345,4/5/2021 11:53,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,W,2.5,,Depth,,,,,460,4/5/2021 11:54,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,W,5,,Depth,,,,,455,4/5/2021 11:55,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,W,7.5,,Depth,,,,,406,4/5/2021 11:57,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,W,10,,Depth,,,,,387,4/5/2021 11:57,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,W,10,,Density,no,4250,yes,1b,205,4/5/2021 11:58,50,,4510,,260,100,18.764,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,W,10,,Density,yes,,no,,,,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,SE,10,,Depth,,,,,382,4/5/2021 12:02,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,SE,7.5,,Depth,,,,,371,4/5/2021 12:03,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,SE,5,,Depth,,,,,340,4/5/2021 12:03,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,SE,2.5,,Depth,,,,,371,4/5/2021 12:04,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,W,10,,Density,no,4250,no,,280,4/5/2021 12:02,75,,4450,,200,100,14.434,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,W,10,,Density,no,4250,no,,330,4/5/2021 12:04,57,,4410,,160,100,11.547,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,NW,10,,Depth,,,,,424,4/5/2021 12:05,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,NW,7.5,,Depth,,,,,418,4/5/2021 12:06,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,NW,5,,Depth,,,,,455,4/5/2021 12:07,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,W,2.5,,Density,no,4250,yes,1a,360,4/5/2021 12:07,45,,4400,,150,100,10.825,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,NW,2.5,,Depth,,,,,438,4/5/2021 12:09,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,W,10,,Density,no,4250,yes,1e,385,4/5/2021 12:11,35,,4430,,180,100,12.991,,,No dirt could,https://drive.google.com/uc?id=1dUOD2l5FzUtYrGYs--fZabHIQdR2QDEa,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,SW,10,,Depth,,,,,405,4/5/2021 12:13,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,W,10,,Density,no,4250,no,,392,4/5/2021 12:13,14,,4340,,90,100,6.495,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,SW,7.5,,Depth,,,,,387,4/5/2021 12:14,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,SW,5,,Depth,,,,,413,4/5/2021 12:15,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,SW,2.5,,Depth,,,,,435,4/5/2021 12:17,,,,,,,,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,E,10,,Density,no,4250,yes,1a,135,4/5/2021 12:18,125,,4660,,410,100,29.59,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,E,10,,Density,no,4250,yes,1b,180,4/5/2021 12:21,60,,4700,,450,100,32.476,,,,https://drive.google.com/uc?id=17Wc3upQwt7TuMFEqW8UV9VhHqyBhP5ee,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,E,10,,Density,no,4250,yes,1c,234,4/5/2021 12:23,75,,4770,,520,100,37.528,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,E,10,,Density,no,4250,yes,1d,250,4/5/2021 12:27,30,,4410,,160,100,11.547,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,E,10,,Density,no,4250,yes,1e,335,4/5/2021 12:33,70,,4880,,630,100,45.467,,,,,,,,,
56433727,2021-04-08 17:33:10 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab WM bf,4/5/2021 11:32,Englishman,,Other,,,,E1a,no,,,,,Cardinal 10 m,E,10,,Density,no,4250,yes,1f,355,4/5/2021 12:36,11,,4380,,130,100,9.382,,,,,,,,,
56535438,2021-04-12 10:17:22 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Ab, bf, wm",4/7/2021 12:24,Englishman,,Other,Na,Half of s3f,,S3f,no,SINGLE,100,4/7/2021 12:27,,Cardinal 10 m,W,2.5,,Depth,,,,,212,4/7/2021 12:26,,,,,,,,,Excellent,,,,,,,4/7/2021 13:20
56535438,2021-04-12 10:17:22 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Ab, bf, wm",4/7/2021 12:24,Englishman,,Other,Na,Half of s3f,,S3f,no,SINGLE,100,,,Cardinal 10 m,W,5,,Depth,,,,,232,4/7/2021 12:26,,,,,,,,,Excellent,,,,,,,4/7/2021 13:20
56535438,2021-04-12 10:17:22 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Ab, bf, wm",4/7/2021 12:24,Englishman,,Other,Na,Half of s3f,,S3f,no,SINGLE,100,,,Cardinal 10 m,W,7.5,,Depth,,,,,222,4/7/2021 12:27,,,,,,,,,Excellent,,,,,,,4/7/2021 13:20
56535438,2021-04-12 10:17:22 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Ab, bf, wm",4/7/2021 12:24,Englishman,,Other,Na,Half of s3f,,S3f,no,SINGLE,100,,,Cardinal 10 m,W,10,,Depth,,,,,262,4/7/2021 12:27,,,,,,,,,Excellent,,,,,,,4/7/2021 13:20
56535438,2021-04-12 10:17:22 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Ab, bf, wm",4/7/2021 12:24,Englishman,,Other,Na,Half of s3f,,S3f,no,SINGLE,100,,,Cardinal 10 m,E,2.5,,Depth,,,,,207,4/7/2021 12:29,,,,,,,,,Excellent,,,,,,,4/7/2021 13:20
56535438,2021-04-12 10:17:22 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Ab, bf, wm",4/7/2021 12:24,Englishman,,Other,Na,Half of s3f,,S3f,no,SINGLE,100,,,Cardinal 10 m,E,5,,Depth,,,,,242,4/7/2021 12:30,,,,,,,,,Excellent,,,,,,,4/7/2021 13:20
56535438,2021-04-12 10:17:22 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Ab, bf, wm",4/7/2021 12:24,Englishman,,Other,Na,Half of s3f,,S3f,no,SINGLE,100,,,Cardinal 10 m,E,7.5,,Depth,,,,,272,4/7/2021 12:31,,,,,,,,,Excellent,,,,,,,4/7/2021 13:20
56535438,2021-04-12 10:17:22 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Ab, bf, wm",4/7/2021 12:24,Englishman,,Other,Na,Half of s3f,,S3f,no,SINGLE,100,,,Cardinal 10 m,E,10,,Depth,,,,,272,4/7/2021 12:31,,,,,,,,,Excellent,,,,,,,4/7/2021 13:20
56535438,2021-04-12 10:17:22 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Ab, bf, wm",4/7/2021 12:24,Englishman,,Other,Na,Half of s3f,,S3f,no,SINGLE,100,,,Cardinal 10 m,E,7.5,,Depth,,,,,272,4/7/2021 12:30,,,,,,,,,Excellent,,,,,,,4/7/2021 13:20
56535438,2021-04-12 10:17:22 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Ab, bf, wm",4/7/2021 12:24,Englishman,,Other,Na,Half of s3f,,S3f,no,SINGLE,100,,,Cardinal 10 m,NE,10,,Depth,,,,,310,4/7/2021 12:35,,,,,,,,,Excellent,,,,,,,4/7/2021 13:20
56535438,2021-04-12 10:17:22 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Ab, bf, wm",4/7/2021 12:24,Englishman,,Other,Na,Half of s3f,,S3f,no,SINGLE,100,,,Cardinal 10 m,NE,7.5,,Depth,,,,,275,4/7/2021 12:36,,,,,,,,,Excellent,,,,,,,4/7/2021 13:20
56535438,2021-04-12 10:17:22 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Ab, bf, wm",4/7/2021 12:24,Englishman,,Other,Na,Half of s3f,,S3f,no,SINGLE,100,,,Cardinal 10 m,NE,5,,Depth,,,,,230,4/7/2021 12:36,,,,,,,,,Excellent,,,,,,,4/7/2021 13:20
56535438,2021-04-12 10:17:22 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Ab, bf, wm",4/7/2021 12:24,Englishman,,Other,Na,Half of s3f,,S3f,no,SINGLE,100,,,Cardinal 10 m,NE,2.5,,Depth,,,,,228,4/7/2021 12:37,,,,,,,,,Excellent,,,,,,,4/7/2021 13:20
56535438,2021-04-12 10:17:22 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Ab, bf, wm",4/7/2021 12:24,Englishman,,Other,Na,Half of s3f,,S3f,no,SINGLE,100,,,Cardinal 10 m,SW,10,,Depth,,,,,260,4/7/2021 12:38,,,,,,,,,Excellent,,,,,,,4/7/2021 13:20
56535438,2021-04-12 10:17:22 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Ab, bf, wm",4/7/2021 12:24,Englishman,,Other,Na,Half of s3f,,S3f,no,SINGLE,100,,,Cardinal 10 m,SW,7.5,,Depth,,,,,242,4/7/2021 12:39,,,,,,,,,Excellent,Tree well,,,,,,4/7/2021 13:20
56535438,2021-04-12 10:17:22 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Ab, bf, wm",4/7/2021 12:24,Englishman,,Other,Na,Half of s3f,,S3f,no,SINGLE,100,,,Cardinal 10 m,SW,5,,Depth,,,,,192,4/7/2021 12:39,,,,,,,,,Excellent,Stump,,,,,,4/7/2021 13:20
56535438,2021-04-12 10:17:22 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Ab, bf, wm",4/7/2021 12:24,Englishman,,Other,Na,Half of s3f,,S3f,no,SINGLE,100,,,Cardinal 10 m,SW,10,,Depth,,,,,240,4/7/2021 12:40,,,,,,,,,Excellent,,,,,,,4/7/2021 13:20
