submissionid,submissiondatetime,deviceid,username,User_s_,Survey_Start_Time,Study_Area,Other_Study_Area,GNSS_Setup,Other_GNSS_Setup,Pre_Survey_Notes,Sampling_Design,Plot_ID,GNSS_Used_,GNSS_Status,GNSS_Height_Rover_to_Snow__cm_,Point_Observation.Date___Time_of_Point_Observation,Point_Observation.Approx__Location,Point_Observation.Type_of_Plot,Point_Observation.Cardinal_Direction,Point_Observation.Distance_From_Centre__m_,Point_Observation.Custom_Distance_From_Centre__m_,Point_Observation.Sample_Type,Point_Observation.Tare_on_fish_scale_,Point_Observation.Tare_Weight__g_,Point_Observation.Multi_Part_Core_,Point_Observation.Core_Section_Number,Point_Observation.Depth__cm_,Point_Observation.Depth__cm_:timestamp,Point_Observation.Core_Length__cm_,Point_Observation.Plug__cm_,Point_Observation.Mass___Tube__g_,Point_Observation.Mass__g_,Point_Observation.Mass_Final__g_,Point_Observation.Retrieval____,Point_Observation.SWE__mm_,Point_Observation.Density,Point_Observation.Sample_Rating,Point_Observation.Point_Observation_Notes,Point_Observation.Picture,Snow_Pit_Measurenent.Distance_from_centre_of_plot__m_,Snow_Pit_Measurenent.Depth_above_ground__cm_,Snow_Pit_Measurenent.Temperature___C_,Snow_Pit_Measurenent.Density_Notes,Survey_End_TIme
55579552,2021-03-09 17:01:45 -08:00,iPad_186771EF-CF83-474C-B7BE-2AC725137EB9,CHRL - Travis Rice,AB WM BF,3/9/2021 16:36,Englishman,,Topcon,,"Ali’s left arm killed scale, no densites",,3091,yes,FLOAT,,,,Cardinal 10 m,N,2.5,,Depth,,,,,9999999,3/9/2021 17:00,,,,,,,,,Bad,"On tree, tree height 340 cm ",,,,,,3/9/2021 17:01
55579540,2021-03-10 15:13:06 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Alex C., Rob W., Emily H.",3/10/2021 10:21,Cruickshank,,Septentrio,,North transect; lots of old sled tracks in vicinity,,CRU_N3O,yes,FIX,2,3/10/2021 10:25,,Cardinal 10 m,Centre,,,Density,no,3570,yes,1a,289,3/10/2021 11:08,239,,4680,,1110,100,80.108,,Excellent,3570,https://drive.google.com/uc?id=1rMqG1Sxfpel8-CVlnAH5YbtVtiTXHXbU,,,,,
55579540,2021-03-10 15:13:06 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Alex C., Rob W., Emily H.",3/10/2021 10:21,Cruickshank,,Septentrio,,North transect; lots of old sled tracks in vicinity,,CRU_N3O,yes,FIX,2,3/10/2021 10:26,,Cardinal 10 m,N,2.5,,Depth,,,,,440,3/10/2021 10:27,,,,,,,,,Good,,,,,,,
55579540,2021-03-10 15:13:06 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Alex C., Rob W., Emily H.",3/10/2021 10:21,Cruickshank,,Septentrio,,North transect; lots of old sled tracks in vicinity,,CRU_N3O,yes,FIX,2,3/10/2021 10:27,,Cardinal 10 m,N,5,,Depth,,,,,452,3/10/2021 10:28,,,,,,,,,Excellent,,,,,,,
55579540,2021-03-10 15:13:06 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Alex C., Rob W., Emily H.",3/10/2021 10:21,Cruickshank,,Septentrio,,North transect; lots of old sled tracks in vicinity,,CRU_N3O,yes,FIX,2,3/10/2021 10:29,,Cardinal 10 m,,7.5,,Depth,,,,,472.5,3/10/2021 10:29,,,,,,,,,Excellent,,,,,,,
55579540,2021-03-10 15:13:06 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Alex C., Rob W., Emily H.",3/10/2021 10:21,Cruickshank,,Septentrio,,North transect; lots of old sled tracks in vicinity,,CRU_N3O,yes,FIX,2,3/10/2021 10:29,,Cardinal 10 m,N,10,,Density,yes,,no,,474,3/10/2021 10:30,,,,,,,,,,,,,,,,
55579540,2021-03-10 15:13:06 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Alex C., Rob W., Emily H.",3/10/2021 10:21,Cruickshank,,Septentrio,,North transect; lots of old sled tracks in vicinity,,CRU_N3O,yes,FIX,2,3/10/2021 10:32,,Cardinal 10 m,S,2.5,,Depth,,,,,421,3/10/2021 10:32,,,,,,,,,Excellent,,,,,,,
55579540,2021-03-10 15:13:06 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Alex C., Rob W., Emily H.",3/10/2021 10:21,Cruickshank,,Septentrio,,North transect; lots of old sled tracks in vicinity,,CRU_N3O,yes,FIX,2,3/10/2021 10:32,,Cardinal 10 m,S,5,,Depth,,,,,431,3/10/2021 10:33,,,,,,,,,Excellent,,,,,,,
55579540,2021-03-10 15:13:06 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Alex C., Rob W., Emily H.",3/10/2021 10:21,Cruickshank,,Septentrio,,North transect; lots of old sled tracks in vicinity,,CRU_N3O,yes,FIX,2,,,Cardinal 10 m,S,7.5,,Depth,,,,,431,3/10/2021 10:34,,,,,,,,,Excellent,,,,,,,
55579540,2021-03-10 15:13:06 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Alex C., Rob W., Emily H.",3/10/2021 10:21,Cruickshank,,Septentrio,,North transect; lots of old sled tracks in vicinity,,CRU_N3O,yes,FIX,2,,,Cardinal 10 m,S,10,,Density,yes,,no,,448,3/10/2021 10:37,,,,,,,,,,,,,,,,
55579540,2021-03-10 15:13:06 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Alex C., Rob W., Emily H.",3/10/2021 10:21,Cruickshank,,Septentrio,,North transect; lots of old sled tracks in vicinity,,CRU_N3O,yes,FIX,2,,,Cardinal 10 m,W,2.5,,Depth,,,,,450,3/10/2021 10:38,,,,,,,,,Excellent,,,,,,,
55579540,2021-03-10 15:13:06 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Alex C., Rob W., Emily H.",3/10/2021 10:21,Cruickshank,,Septentrio,,North transect; lots of old sled tracks in vicinity,,CRU_N3O,yes,FIX,2,,,Cardinal 10 m,W,5,,Depth,,,,,476,3/10/2021 10:39,,,,,,,,,Excellent,,,,,,,
55579540,2021-03-10 15:13:06 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Alex C., Rob W., Emily H.",3/10/2021 10:21,Cruickshank,,Septentrio,,North transect; lots of old sled tracks in vicinity,,CRU_N3O,yes,FIX,2,,,Cardinal 10 m,W,7.5,,Depth,,,,,455,3/10/2021 10:39,,,,,,,,,Excellent,,,,,,,
55579540,2021-03-10 15:13:06 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Alex C., Rob W., Emily H.",3/10/2021 10:21,Cruickshank,,Septentrio,,North transect; lots of old sled tracks in vicinity,,CRU_N3O,yes,FIX,2,,,Cardinal 10 m,W,10,,Density,yes,,no,,380,3/10/2021 10:40,,,,,,,,,,,,,,,,
55579540,2021-03-10 15:13:06 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Alex C., Rob W., Emily H.",3/10/2021 10:21,Cruickshank,,Septentrio,,North transect; lots of old sled tracks in vicinity,,CRU_N3O,yes,FIX,2,,,Cardinal 10 m,E,2.5,,Depth,,,,,410,3/10/2021 10:44,,,,,,,,,Excellent,,,,,,,
55579540,2021-03-10 15:13:06 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Alex C., Rob W., Emily H.",3/10/2021 10:21,Cruickshank,,Septentrio,,North transect; lots of old sled tracks in vicinity,,CRU_N3O,yes,FIX,2,3/10/2021 10:44,,Cardinal 10 m,E,5,,Depth,,,,,394,3/10/2021 10:45,,,,,,,,,Excellent,,,,,,,
55579540,2021-03-10 15:13:06 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Alex C., Rob W., Emily H.",3/10/2021 10:21,Cruickshank,,Septentrio,,North transect; lots of old sled tracks in vicinity,,CRU_N3O,yes,FIX,2,,,Cardinal 10 m,E,7.5,,Depth,,,,,369,3/10/2021 10:45,,,,,,,,,Excellent,,,,,,,
55579540,2021-03-10 15:13:06 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Alex C., Rob W., Emily H.",3/10/2021 10:21,Cruickshank,,Septentrio,,North transect; lots of old sled tracks in vicinity,,CRU_N3O,yes,FIX,2,,,Cardinal 10 m,E,10,,Density,yes,,no,,317,3/10/2021 10:46,,,,,,,,,,Didn’t feel any layers; near tree well; rock at bottom,,,,,,
55579540,2021-03-10 15:13:06 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Alex C., Rob W., Emily H.",3/10/2021 10:21,Cruickshank,,Septentrio,,North transect; lots of old sled tracks in vicinity,,CRU_N3O,yes,FIX,2,,,Cardinal 10 m,Centre,,,Density,no,3570,yes,1b,344,3/10/2021 11:11,84,,4060,,490,100,35.363,,Good,,,,,,,
55579540,2021-03-10 15:13:06 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"Alex C., Rob W., Emily H.",3/10/2021 10:21,Cruickshank,,Septentrio,,North transect; lots of old sled tracks in vicinity,,CRU_N3O,yes,FIX,2,,,Cardinal 10 m,Centre,,,Density,no,3570,yes,1c,398,3/10/2021 11:14,73,,4060,,490,100,35.363,,Excellent,,,,,,,
